ssc_percentage,hsc_percentage,degree_percentage,cgpa,active_backlogs,aptitude_test_score,coding_test_score,technical_interview_score,communication_score,internships_count,projects_count,certifications_count,hackathons_participated,attendance_percentage,extracurricular_participation,work_experience_months,branch,gender,academic_score,skill_score,activity_score,placed
87.68844614686465,72.49727167015857,72.76228239955826,6.28388283860254,4,41.20174555242358,46.02361072184249,81.14827091491419,95.74049957537926,1,4,2,3,70.68530159550153,0,9,CSE,Male,77.16062830493027,66.02853169113988,10,0
59.58434154360127,69.91133611220792,91.37804724748705,6.424364509809614,1,31.634646742973015,77.00970664788102,69.89944678912073,52.01698206797376,0,2,4,1,83.94436685943924,1,6,ECE,Female,75.39992219573757,57.64019556198713,7,0
74.68325304385336,63.123539452673896,90.53837112968338,6.536449824631433,1,82.93495297651238,85.34235732045089,80.9842099600768,82.66383863648382,2,3,2,3,61.83987927280901,1,8,IT,Female,77.55738620083153,82.98133972338097,10,1
78.43589930537803,52.7060238392445,65.31682271567627,9.015129489163318,3,62.096610621732346,34.52911742052821,23.11504133501325,41.274276050569505,1,5,4,1,54.19812817233633,0,6,IT,Male,65.46930602965728,40.25376135696083,11,1
52.22961981055989,91.50667406024255,89.78794275923252,7.695806383376272,0,50.24713403808582,49.67528065262122,86.96957022645218,99.22658430349186,3,2,2,3,88.50106142279142,1,2,CSE,Male,79.03606526493374,71.52964230516277,10,1
79.16215289126905,89.01924843824372,51.776366466343646,6.556538495780018,4,93.00582281115365,92.155215739932,69.56209600290427,22.06156790114809,1,3,2,2,81.50875424435208,0,5,Mechanical,Male,71.16496698539129,69.1961756137845,8,0
58.185157936989995,97.98644831773427,78.62095416713855,8.051668916554592,1,38.12972721403679,84.53548157557914,65.07162805701121,68.28230452008967,2,5,1,0,99.42452422434025,0,10,Civil,Male,78.2998635432727,64.0047853416792,8,1
53.12247646329342,97.83856817954745,61.04042418980975,8.580753371115968,4,96.91431802687235,98.78867222099807,69.96912384916253,72.76047853210616,3,4,4,2,67.21540166599797,1,10,CSE,Male,69.70448306877616,84.60814815728477,13,1
95.54650578816,76.66072186892612,55.78721051730938,6.363120003667669,1,51.977670216414694,80.33986077456646,89.15465974946913,75.04364456593031,2,4,4,0,53.08811931450998,0,6,IT,Female,73.9770525040496,74.12895882659515,10,1
96.35033758757885,86.9113959286645,53.69375367820204,7.067745507626757,4,92.18825706160769,51.45561608223378,66.95492052471256,29.631006303127123,0,0,4,2,86.7175017667648,0,1,IT,Male,76.45602152615382,60.05744999292029,6,0
88.80307270959014,95.34875503435654,83.42186124215071,5.609430466684738,2,72.2060013535623,67.25102671957103,66.47603039105434,95.08238267785043,3,3,0,2,76.08667094266228,0,2,CSE,Female,88.61429282004428,75.25386028550952,8,0
64.6214609203218,90.78307475251574,66.31399826086718,5.905746747673401,1,87.86951518190412,72.88114033978562,99.25433256526127,34.494662324006626,2,3,2,1,60.66019656945675,1,3,Mechanical,Female,73.14696000619813,73.62491260273941,8,0
54.68826147230642,61.87270888367349,84.78880503338056,8.405589269824914,4,98.8809214247325,26.276465305369918,80.53841336548544,69.82027225918728,3,1,4,4,89.08644945023798,0,9,Civil,Male,68.88381312014619,68.87901808869378,12,1
82.84318527258353,71.62611849488448,53.137104358349234,5.907191738478135,0,50.1883806473122,63.55975672830921,55.383504436090824,37.814086329846795,2,1,0,3,60.18777429249719,1,5,ECE,Female,67.5956328735801,51.736432035389754,6,0
71.12731969950086,56.19965192727176,65.1339362158693,7.625816918335301,2,97.2794839785315,76.74566627780877,76.59176000263422,44.57731336170167,3,5,1,3,63.03308274164683,1,0,CSE,Female,64.2516659743795,73.79855590516904,12,1
55.85783527254938,95.79444930841868,75.89558203401619,8.545231308612163,2,57.263732643169426,33.38570432008483,51.138437735343075,63.71668333824995,2,5,4,3,54.62642771833596,1,8,Civil,Male,75.8539181878969,51.376139509211825,14,1
73.76849168534096,79.09638245364224,87.95471191227026,5.534384615473719,0,56.98583333158456,82.45053739404457,38.31003699867992,53.37547348516612,0,1,4,0,69.97161395154272,0,4,Civil,Female,81.04134700660306,57.78047030236879,5,0
51.65064901353048,60.97485466416621,65.30012014073935,7.836561098144518,4,53.8270972978154,66.70182244112894,67.74815015102075,32.818048078120505,3,5,0,3,70.94646119687094,0,11,IT,Male,59.907699159604746,55.273779492021404,11,1
93.64737929978153,82.24163285148111,80.04278606897644,6.282813918506819,3,67.89853251433097,96.17774285580757,94.25456784911611,33.674912193667865,3,2,2,3,75.72808951741493,1,6,ECE,Male,84.78381807296938,73.00143885323064,10,0
62.42143911680081,79.670155541979,92.52693191533697,9.8146343761879,0,40.790153022494096,23.393783856551337,94.33116160123701,53.451583053023974,3,1,1,1,85.44821335618887,1,8,CSE,Male,79.63825116376873,52.99167038332661,6,1
81.80106964899113,67.19181046557634,79.56143303275061,7.4177282335996235,4,68.75980397506078,41.22609100443736,47.352422248439225,80.58263826204006,3,3,4,2,95.30504643402129,0,8,IT,Female,76.52243724747049,59.480238872494354,12,1
64.96213165229173,55.45076442558219,61.18205478817442,9.029962748875791,0,67.91933686870027,68.12431034398593,62.214197297735595,91.83717174782308,0,2,2,3,56.88670494439043,1,0,IT,Female,60.59669073863194,72.52375406456122,7,1
74.96326501653492,82.23551338845438,51.17123751471382,7.751132710781309,0,83.3331268823409,43.724792976474454,36.9308718855889,26.73021298075063,3,5,1,4,52.71740491743285,1,0,Mechanical,Female,67.62812852738232,47.679751181288715,13,1
76.24209340847742,74.97476964338207,91.76474594724463,5.217062664274096,1,88.35549733563099,77.15393312569938,99.65048875991067,51.44831260475208,1,4,3,3,50.92656167971666,0,2,Civil,Female,82.0709572944557,79.15205795649827,11,1
58.873013865225296,87.07128280331068,51.02093172081858,8.16575687797011,4,60.83089452186968,80.72042260175448,98.48943262943486,28.01964509783013,0,0,3,0,57.18106890344081,1,5,CSE,Male,64.19166168888822,67.01509871272228,3,0
96.54006213269881,74.96784805337569,91.98568028884156,9.757016711033284,3,51.16332745460456,28.201277125317958,71.96071437659579,21.32739845060783,1,1,1,0,82.89747428908129,0,1,CSE,Female,88.24664517135898,43.16317935178153,3,0
87.2063755213335,90.90471201528993,75.38898243330618,8.008059100731657,1,48.153442812196616,61.108357136541414,84.35312477419787,72.93749461151653,3,4,0,0,86.37385389982484,0,9,CSE,Male,83.5889192343095,66.6381048336131,7,1
95.09594919508108,76.4915282611753,95.07524952861903,9.09594429713395,0,43.623668569341035,60.71124444728447,77.208012902696,68.19595535732702,2,5,1,3,89.32528567640611,1,11,IT,Female,89.50634304832452,62.43472031916213,11,1
92.95171282052715,76.92502263369855,88.34159531713594,9.42103231674204,0,34.035330753931746,49.54246161724328,67.45265752315746,33.0415291051909,1,3,1,1,62.185410595217135,0,10,Mechanical,Female,86.29965876312208,46.01799474988085,6,1
78.69919898293209,92.07937292760056,97.90083730560019,6.140398859744662,0,53.97135851842994,94.63398900557377,24.267839759111816,38.70502664744513,3,0,0,4,65.294740663076,0,0,ECE,Female,90.39390649539988,52.89455348264016,7,0
94.24996328110961,69.36717757819505,66.83416714168209,6.060224199541134,4,48.917338449154826,86.2005055898577,56.38114740421288,21.89662029156147,1,4,0,3,74.15673227827497,0,0,IT,Female,75.81880911446423,53.34890293369672,8,0
54.247640098492134,56.43273096563075,86.8250378686941,8.05490494425496,4,97.64921701064851,75.77675055277095,73.98290417339284,86.7957764555523,3,0,2,1,53.15915484301132,1,4,ECE,Female,67.9341264667145,83.55116204809116,6,0
59.40717739611897,51.38156846304027,69.29268385324363,7.055142349033524,1,69.03961783750307,77.14613085879981,74.20252911069477,97.97524768388412,3,1,2,1,80.5570761605623,1,3,Mechanical,Male,60.953697299045224,79.59088137272045,7,1
52.17090986770583,86.24658827233371,73.03402977458762,9.199306514333601,3,54.30939273213553,56.93729150504953,49.849809473790685,30.836762943575266,3,5,0,3,99.18675168378789,1,0,Civil,Female,70.73886135184691,47.98331416363776,11,1
65.61585587663669,79.7748584649663,80.12026223448177,9.500115616990055,1,70.63273206955873,93.67956168772606,95.33535893264245,38.51801710122385,2,3,3,3,68.04031556890013,0,3,CSE,Female,75.6653191962736,74.54141744778778,11,1
68.65650990509513,83.79582886876273,91.93650148094426,6.7671068965135905,2,39.74376909419868,75.56763418026283,33.388562578942484,89.47276191575472,1,5,3,1,87.6423737545692,0,2,ECE,Female,82.51030222453505,59.54318194228968,10,1
63.024753525147005,60.22227975242772,97.23600652156617,6.18435279487241,0,61.08306244415421,78.31848493246531,60.02875569724485,94.11710383649479,0,0,1,1,75.0016957784804,1,1,IT,Female,75.86851259189888,73.38685172758979,2,0
89.7794004392926,56.54583082816495,86.87712386549687,8.90262757621931,0,73.83640249947447,88.93527230298761,75.27071812406582,53.57019062454483,0,4,4,1,56.39059221801914,1,8,ECE,Male,78.64841892643602,72.90314588776818,9,1
67.12415968129228,50.69814395205833,70.05280554403203,6.37403017774068,0,64.2228482254716,41.925727147375284,75.77086447134474,24.049797781525932,0,1,1,3,79.11187244012932,0,10,Civil,Female,63.36781330761799,51.49230940642939,5,0
63.48485646499428,66.82820282271666,70.22513610929937,9.113071592568392,1,58.12451604580269,84.56567230933624,71.89111654150524,23.151346695425552,0,1,1,1,64.99371342220324,1,0,CSE,Male,67.18397223003304,59.43316289801743,3,1
76.04941199159592,78.31604896902239,85.4039504762668,7.118691268243814,1,99.56938722297888,35.61924823651936,42.02305707614882,65.91598928552084,3,5,4,0,51.72016042267291,1,6,ECE,Female,80.47121847869221,60.78192045529197,12,1
56.76436279878861,68.82771416478715,61.461302996878516,8.337749496457352,0,91.62203335042489,47.627356179591025,32.496525494929756,51.431608711454324,1,4,0,3,81.74648650588719,1,3,Civil,Male,62.26214428782413,55.7943809341,8,1
88.5054550761939,70.99879625713899,55.30275743030694,5.477676569173341,1,73.6384170711608,46.848836341587415,70.87522614613687,22.29219420621236,1,4,3,0,92.94661746623638,1,4,IT,Male,69.97237837212265,53.41366844127436,8,0
53.578430896629,93.39961733569993,67.02186356675728,8.119296623382866,4,69.8564152827598,98.28203747113125,67.94416929115502,66.66019138500454,2,0,1,2,67.23848834499371,1,9,Mechanical,Male,70.9021598964016,75.68570335751265,5,0
97.37057295682483,66.71626241711841,63.78747159939592,7.258838393686146,4,73.44623358772088,88.52297789983415,34.348480823139276,20.904202927121798,1,5,4,3,69.51477736063853,0,4,IT,Male,74.74103925194134,54.30547380945402,13,1
87.06774892623956,74.67149547967091,64.22278978188753,7.933042315877371,1,44.091847547570325,76.09358892722078,76.41113164564507,82.98975665194183,1,5,2,2,94.55108414836057,1,0,CSE,Male,74.21088923452815,69.8965811930945,10,1
59.53835271364028,87.61534461157487,61.21317205039568,5.840071038724317,0,57.659642028502304,78.16454092923121,56.413759338692515,44.51462581626973,1,2,1,1,90.6804406683678,1,5,IT,Female,68.63137801772281,59.188142028173935,5,0
50.265061621932915,69.03405355142097,52.02047310254537,8.68436872472091,1,32.762167302362954,64.96582355220568,73.42084732825224,23.220640240738568,2,5,3,1,85.74764117758886,0,8,IT,Male,56.597923793024314,48.59236960588986,11,1
89.14214856583203,79.86016161093792,50.85794886720386,9.313985387716142,1,63.28822262407787,95.76725336868152,86.98936638161206,67.06817767865226,0,1,0,4,62.4398531876574,0,1,IT,Female,71.04387259991253,78.27825501325593,5,1
83.92915250468562,91.39345801984376,97.41067470732952,6.083699000453878,1,68.01172087703642,59.70070023058892,33.57827428615386,51.81475315464438,1,0,1,1,95.51083274833223,0,6,IT,Male,91.56105304029063,53.27636213710589,3,0
84.99234406596739,95.57698993556681,70.53311041932139,5.478572777600808,2,45.94248152722467,50.441416789591564,21.531589439746934,97.90403306857196,2,4,1,2,57.72078787696065,0,5,CSE,Male,82.38404436818881,53.95488020628379,9,0
87.0209766409254,57.059527084593824,68.44767906366472,5.118192930231682,4,97.48201930158596,33.04282695452728,82.32820691166295,63.53589300029618,2,5,4,1,81.3385259708611,1,4,Civil,Female,70.60322274312165,69.0972365420181,12,0
53.554143283236336,94.47620600775173,82.62306956926736,8.20985750221633,3,93.66182276560694,82.89645218088464,68.77579401220927,42.019134482960666,3,0,2,3,51.44005902732594,1,3,ECE,Male,77.45833261500336,71.83830086041537,8,1
67.20635497012509,73.62158206781783,60.476186617523084,8.035470180443903,3,80.55002648191342,78.75551456604731,75.97116556976974,76.75510917071799,2,5,2,1,82.18599031624728,1,3,Mechanical,Male,66.43885575839211,78.00795394711211,10,1
55.561714857206226,62.39573063835,95.59813682961081,7.73348706357035,2,67.33706401357537,50.74840308193079,87.0523979990914,41.719360203416905,0,4,0,4,63.85721759366799,1,5,ECE,Male,73.62648838051119,61.71430632450361,8,1
91.42896444202849,72.03851629943654,87.7445606919465,6.159735480579878,1,90.89784117533794,22.01547311673835,84.22487478596004,92.3394633126052,1,3,3,1,72.483848859186,0,3,ECE,Male,84.13806849921811,72.36941309766038,8,1
79.91831008772277,97.04156361370289,54.29172811098846,6.954529979527573,2,39.1456640676424,87.11978621744086,96.87361175430597,49.97775764059011,2,4,0,2,67.26322760285265,0,4,Mechanical,Female,74.80465335482307,68.27920491999484,8,0
65.88310519292716,73.64566851165773,70.04387723767655,7.972381675930865,2,85.33568559924194,20.91343867632589,62.874806308169454,63.98948502209642,0,4,1,2,58.637837812310494,1,5,CSE,Male,69.87618300644608,58.278353901458416,7,0
53.05080081372913,65.78007729380039,92.19767876298391,7.483834294295847,0,38.73745697767938,76.29598237032408,59.07965061279243,24.045848305938307,2,4,1,1,81.0990395046937,1,4,Mechanical,Male,72.52833493745243,49.53973456668355,8,1
64.92715144235179,80.40324100720284,95.3471370699877,9.938927601074436,4,85.59474637845838,97.62056877808456,52.150975991258406,54.08969903617846,2,5,2,2,94.09877775703038,1,6,CSE,Female,81.73797256286147,72.36399754599495,11,1
65.60879945728385,61.526989701353266,72.43527253999375,5.682198762783665,3,49.30372977759499,55.01290625185628,32.29528342753636,86.5890831728796,2,2,3,2,97.95421211412017,1,8,ECE,Female,67.11484576358863,55.800250657466805,9,0
85.02109656022708,53.64143974921587,79.44374668211397,8.475722770237969,1,91.39634067127322,38.79787239967622,65.8085786305618,84.45190442906735,2,4,4,4,59.61731815769575,0,9,CSE,Male,73.37625956567848,70.11367403264464,14,1
80.60275862505023,56.186226651711166,58.01762941241961,7.021593840521461,3,96.08294656777785,76.38968080347054,42.1610019460783,37.9454847082821,2,1,3,3,85.86863870314866,1,6,Civil,Male,64.24374734799626,63.1447785064022,9,0
92.58621164366367,56.14620026997308,97.57609405457487,7.140998074628074,3,40.41571785835809,85.37025136124682,93.70460097703804,38.086325680845015,0,1,1,4,83.21696833028412,0,6,Mechanical,Female,83.65016119592097,64.39422396937199,6,0
72.66631640777356,57.29132928859013,61.120241666405285,8.587988828290882,4,62.387292354577546,63.71442528622779,66.65526434216781,85.38442497705894,1,0,4,0,67.16888947872863,0,3,Civil,Male,63.43539037547122,69.53535174000802,5,0
55.74052380503848,56.66370428717168,95.25112515848603,8.462180756621848,3,98.66911647138795,97.36282202049169,67.42721444064881,94.43187361354605,1,2,3,4,50.95495996768629,0,0,ECE,Female,71.82171849105745,89.47275663651862,10,1
84.23574978670376,80.7619877505543,81.1830391516337,9.956279968510941,3,63.83852051812026,24.13349773263689,48.3939728701608,27.628873701840284,1,0,3,1,84.48956236564331,0,7,Mechanical,Male,81.9725369218309,40.99871620568956,5,0
86.51768233361108,58.73024405115895,79.17136615418524,5.641971447270626,2,90.44832657601816,60.38364786436225,24.1591481582166,56.00469115409802,1,1,4,3,97.274743027975,1,3,ECE,Female,75.2429243771051,57.74895343817376,9,0
76.94130548333581,66.59202959954544,74.60904852879241,5.520548246920832,4,71.21120654919238,77.476315785804,22.53950122983909,46.996342317138314,0,1,1,1,81.60600609578256,1,0,Civil,Female,72.90361993638135,54.55584147049345,3,0
87.00642463781892,93.04584367548857,61.07215096245242,8.621694085643705,0,56.27309355437213,89.01123769193431,53.8668115322558,89.65507643659515,3,3,3,0,71.7646362093817,1,4,ECE,Female,78.44454087897321,72.20155480378935,9,1
73.70218862549075,72.75015873261788,58.4733455362644,7.891934585032045,1,50.00484888681092,34.340448952623206,26.76523024777903,26.6819931744015,3,4,4,3,76.25769470558141,1,7,Mechanical,Male,67.32504242193835,34.44813031540367,14,1
75.09117581033571,82.04277144900931,60.58333803536841,6.37080333279903,3,44.22561637602611,84.00027854109452,68.54775644321113,36.89007540464299,0,1,1,2,59.98144038299588,0,3,Mechanical,Male,71.37351939195088,58.41593169124369,4,0
70.52196888121038,58.27135381767823,58.949036582924215,5.397096844944933,1,83.32587339643881,64.21656605748362,90.4778404511726,80.19746700691954,0,5,4,4,87.52720818768688,0,11,ECE,Male,62.21761144283627,79.55443672800365,13,1
51.22011808371657,59.2298729028162,87.42005473120416,5.428291247982153,0,57.05783547761195,51.724294559197055,90.63318532149778,24.103507918497247,2,5,4,1,87.32099150049245,0,7,Mechanical,Male,68.1030191884415,55.87970581920101,12,1
55.17878849567862,51.961693580790985,66.80601244000304,9.470954373320591,1,65.78928235405257,30.537202286327485,72.7236328105786,59.40283045714314,2,0,3,0,57.275865019371246,1,7,Mechanical,Female,58.86454959894209,57.11323697702545,5,1
51.508600912963246,58.1088830274639,52.776448475043026,5.959336623593715,0,64.46278360008273,89.223660712713,36.89854651783448,55.3685627743776,2,0,1,2,93.89891912498295,0,2,ECE,Female,53.99582457214535,61.48838840125196,5,0
80.54769974066146,63.37233627353402,96.51692624675894,6.616857810577604,2,70.40953204631919,32.581856654377226,89.03974650870977,46.752094319099896,1,4,3,4,63.459486973665264,0,8,Civil,Female,81.78278130296222,59.69580738212652,12,1
65.08908709166369,58.49650324528385,92.42172247824443,6.1332820111349395,3,90.59040019371866,44.78302873672794,90.88747482505666,51.565785225513906,2,4,0,2,99.11280304683075,0,2,Mechanical,Male,74.04436609238203,69.45667224525428,8,0
74.41139317590573,54.25772162033867,94.53210959337022,6.774981529159687,0,98.65175405084005,43.20364255699495,35.73228679623669,62.39524695441864,3,3,0,4,69.14515070186229,0,0,Mechanical,Male,76.41357827622141,59.995732589622584,10,1
93.56319074845246,55.79052181282884,97.75557548702889,5.347119213730467,1,58.53089460016719,89.71312273526834,78.99408686165418,32.90938867107065,1,2,1,3,58.89420293672498,1,1,Mechanical,Male,83.90834396319596,65.0368732170401,7,0
61.966026999145996,72.11738086557084,58.34697196253539,7.595298954541352,3,87.92632454744121,73.81623953671183,42.92156391416984,65.75967026268742,2,0,4,2,67.58600556728261,0,5,Mechanical,Female,63.56381114442921,67.60594956525259,8,0
69.69838030571023,59.90401848347804,69.01961690732762,5.338062817961075,2,83.51694562583023,83.73451177530978,84.21122498823438,84.4345863439989,1,4,3,2,72.00901643485966,0,11,ECE,Male,66.48856639968753,83.97431718334332,10,1
86.26645465006634,67.48495333030762,86.39544683379638,9.001782539111808,3,70.14702660189013,40.03743190339992,99.77903199228821,80.81287438321272,3,0,3,2,53.46538865191474,1,9,Civil,Male,80.68360112763074,72.69409122019775,8,1
60.98231194359788,74.16402900103313,83.40898966658203,6.168560409552165,0,96.92330005283532,69.98992796855991,22.402080426351425,32.311992375501895,2,4,1,3,78.91091906116448,1,1,Civil,Female,73.90749815002212,55.40682520581214,10,1
53.695035671782065,83.13895177420953,57.38700350431304,7.700059573022553,2,44.0332160869882,65.7396786514999,91.78926926327455,31.939957579317912,3,1,1,0,79.88162199344501,1,5,CSE,Female,64.0049976355227,58.37553039527014,5,0
63.90806973986086,51.88698271237275,89.15998999954965,9.40039543780729,1,37.6484947216735,86.62643014306168,69.81044268789265,41.453949419593066,3,0,0,4,86.94652276747361,0,0,Mechanical,Male,70.40251173548995,58.88482924305522,7,1
57.73862178819221,88.37169914763405,60.77314744815971,8.25438684523597,2,89.77733768687955,92.48696483850084,97.8706095331857,48.88597810728298,3,1,2,2,51.458494614537166,0,10,Mechanical,Female,68.14235526001175,82.25522254146227,8,1
94.62548731244351,80.13921869556357,60.74324551148591,7.664788932756677,2,60.74048716436238,20.972541718190946,57.20076140211421,52.67644651267861,2,0,1,3,77.0619107216915,0,0,CSE,Male,76.72671000699648,47.897559199336534,6,0
88.78977821909201,53.92443353354585,75.77477229888385,6.621668765576878,4,89.28781979449423,73.92159352470341,87.7910344457099,74.37577734666762,0,2,2,0,52.64537166353322,0,4,Civil,Female,73.1241724453449,81.34405627789378,4,0
80.40338031250033,91.9317739571253,78.46111687240176,6.6650095652909895,2,92.51631436367904,24.146863929578323,24.991525487862177,24.534434573266832,2,3,1,4,85.05721099833266,1,9,IT,Female,83.08499302984839,41.5472845885966,10,0
91.83010832901044,94.20187522552703,77.84413797621494,8.347434775990951,2,34.372031553335,63.908693206188474,46.822324006263656,22.77381633808531,3,5,4,3,52.78639928504922,0,10,IT,Female,86.94725025684721,41.969216275968115,15,1
88.5762596911575,52.93174207303346,54.391368195092234,9.970696806105838,3,91.84253340902424,43.010618323494256,25.361323020096798,51.35284503551272,2,5,4,4,95.58639241708164,0,8,Civil,Male,64.20894780729418,52.891829947032,15,1
58.95536282652972,63.29012711106578,92.11812140625825,8.309195949246893,1,61.38233387585955,44.5421279617713,98.02745067832564,75.77309537103844,3,5,0,2,85.10412834422482,1,7,Mechanical,Male,73.52089554378196,69.93125197174874,10,1
92.84283192751893,88.69766143006694,62.74880204425789,7.788917086850125,3,65.73027423029626,48.23668027618852,85.35791258174694,35.47482743651861,0,1,0,0,75.36948825425786,1,2,IT,Male,79.56166882497891,58.69992363118758,1,0
75.88842761195124,85.9164651384156,56.2167162215746,8.65325255119623,3,73.86147577652471,69.70339592396881,88.20379369967765,71.32035850050013,1,4,2,3,72.07519616405875,1,2,ECE,Female,71.02815431373989,75.77225597516784,10,1
88.757127447875,58.857008929106115,92.6599078337109,7.32602806141859,0,94.84678247110607,46.72399725350154,95.03721851471154,40.786251035223955,0,5,1,0,56.53363152066312,0,0,ECE,Female,81.3482040465787,69.34856231863577,6,1
